match_idx,date,home_team,away_team,total_goals,over_2_5,btts,outcome,home_avg_gf_l10,home_avg_ga_l10,home_avg_gf_l5,home_avg_ga_l5,away_avg_gf_l10,away_avg_ga_l10,away_avg_gf_l5,away_avg_ga_l5,home_odds,draw_odds,away_odds,home_prob,draw_prob,away_prob,expected_goals,combined_attacking,odds_competitiveness
248,2021-04-22,Tondela,Nacional,3,1,1,H,1.2,1.7,1.2,1.4,0.9,2.4,0.6,3.0,2.026666666666667,3.438333333333333,3.661666666666667,0.4666540918980155,0.2750612582394507,0.2582846498625338,1.7999999999999998,0.766520734015284,1.6350000000000002
249,2021-04-22,Gil Vicente,Famalicao,3,1,0,A,1.4,1.4,2.2,1.0,1.0,0.9,1.8,0.8,2.4966666666666666,3.095,3.0050000000000003,0.3791447732500526,0.3058475338333757,0.3150076929165716,4.0,0.7333127475569201,0.5083333333333337
250,2021-04-22,Portimonense,Benfica,6,1,1,A,1.7,0.8,2.0,1.0,1.9,0.3,2.2,0.4,6.608333333333333,4.15,1.5066666666666668,0.143298678331085,0.2281844415994988,0.628516880069416,4.2,0.8150408999096073,5.101666666666667
251,2021-04-22,Porto,Guimaraes,1,0,0,H,1.7,0.7,1.8,0.4,1.0,2.1,0.8,2.0,1.3433333333333335,5.03,9.073333333333332,0.7066552592466939,0.1887223787120064,0.1046223620412996,2.6,0.8546299520677942,7.729999999999999
252,2021-04-25,Sp Braga,Sp Lisbon,1,0,0,A,1.7,1.0,1.0,1.0,1.3,0.5,1.2,0.8,2.5933333333333333,3.098333333333333,2.8866666666666667,0.3655782466167025,0.3059923355221028,0.3284294178611946,2.2,0.732024436436175,0.29333333333333345
253,2021-04-25,Boavista,Maritimo,1,0,0,A,1.5,1.2,1.6,1.2,0.6,1.4,0.4,1.4,2.146666666666667,3.383333333333333,3.375,0.4404253883018216,0.2794423153363283,0.28013229636185,2.0,0.7621348056130663,1.228333333333333
254,2021-04-25,Rio Ave,Pacos Ferreira,2,0,1,D,0.9,1.1,0.6,1.2,0.7,2.0,0.6,2.2,2.143333333333333,3.2433333333333327,3.5316666666666667,0.4409690601084527,0.2914112082731092,0.2676197316184381,1.2,0.7497154163948047,1.3883333333333336
255,2021-04-26,Belenenses,Gil Vicente,3,1,1,H,1.0,1.1,1.0,1.0,1.3,1.5,1.4,1.2,2.475,2.885,3.2566666666666664,0.3819906468943427,0.3277042811311952,0.2903050719744621,2.4,0.7111028400690632,0.7816666666666663
256,2021-04-26,Benfica,Santa Clara,3,1,1,H,2.2,0.4,2.8,0.6,1.3,0.9,1.4,1.0,1.33,4.995,9.865,0.7137318903424453,0.1900427255566471,0.0962253841009074,4.199999999999999,0.8532481736525804,8.535
257,2021-04-26,Famalicao,Tondela,4,1,1,D,1.3,0.7,2.0,0.4,1.3,1.6,1.6,1.4,1.96,3.306666666666666,4.001666666666666,0.4801833484806576,0.284624807365551,0.2351918441537914,3.6,0.7600999583506873,2.041666666666666
258,2021-04-26,Nacional,Guimaraes,1,0,0,H,0.9,2.6,0.6,3.0,0.9,1.9,0.4,1.4,3.486666666666667,3.313333333333333,2.126666666666667,0.2708696744124064,0.2850399189490715,0.444090406638522,1.0,0.7570263191018778,1.3599999999999999
259,2021-04-26,Moreirense,Porto,2,0,1,D,1.1,1.3,1.0,1.6,1.6,0.5,1.6,0.4,9.055,4.823333333333333,1.3500000000000003,0.1043325138557231,0.1958668098749633,0.6998006762693135,2.6,0.8511769638219112,7.704999999999999
260,2021-04-27,Farense,Portimonense,2,0,1,D,0.6,0.9,0.8,0.8,1.8,1.3,2.2,1.6,2.165,3.135,3.623333333333333,0.4370426491537276,0.301817331871713,0.2611400189745594,3.0,0.7378827248757625,1.458333333333333
261,2021-04-29,Maritimo,Sp Braga,1,0,0,H,0.6,1.2,0.6,0.6,1.6,1.1,1.0,0.8,5.875,4.048333333333333,1.5466666666666669,0.1600075300600807,0.2322052463819616,0.6077872235579576,1.6,0.8167644900953778,4.328333333333333
262,2021-04-30,Porto,Famalicao,5,1,1,H,1.5,0.4,1.4,0.4,1.5,0.9,1.6,0.8,1.38,4.775,7.893333333333333,0.6831364877364458,0.1974300215866586,0.1194334906768955,3.0,0.8513268703486097,6.513333333333333
263,2021-04-30,Tondela,Benfica,2,0,0,A,1.3,1.7,1.8,1.6,2.3,0.4,2.8,0.8,10.07,5.54,1.28,0.0935902207510763,0.1701179644338156,0.7362918148151082,4.6,0.880554865938431,8.790000000000001
264,2021-04-30,Pacos Ferreira,Belenenses,1,0,0,H,0.8,1.9,0.2,2.4,1.2,1.2,1.4,1.2,2.2516666666666665,3.1183333333333336,3.37,0.4183708123931102,0.3020945844698512,0.2795346031370385,1.5999999999999999,0.7408513750667162,1.1183333333333336
265,2021-04-30,Guimaraes,Moreirense,2,0,0,H,0.7,1.8,0.4,1.4,1.1,1.3,1.2,1.2,1.9566666666666663,3.3316666666666666,4.043333333333333,0.4828077467882002,0.2835499223258364,0.2336423308859633,1.6,0.7583939463309884,2.086666666666667
266,2021-05-01,Portimonense,Rio Ave,0,0,0,D,1.5,1.3,2.2,1.4,0.7,1.1,0.8,1.4,2.46,3.0383333333333336,3.061666666666667,0.3826816124445507,0.309839857360481,0.3074785301949683,3.0,0.7331235533367854,0.601666666666667
267,2021-05-01,Santa Clara,Boavista,6,1,1,D,1.4,1.0,1.4,1.2,1.3,1.1,1.6,1.2,2.22,3.1316666666666664,3.4166666666666665,0.4239724533200489,0.3005488599373631,0.2754786867425879,3.0,0.7431333772797187,1.1966666666666663
268,2021-05-01,Sp Lisbon,Nacional,2,0,0,H,1.2,0.5,1.2,0.8,0.8,2.3,0.8,2.6,1.278333333333333,5.2683333333333335,11.613333333333337,0.739251636301124,0.1793755156731926,0.0813728480256834,2.0,0.868376500807566,10.335000000000004
269,2021-05-01,Gil Vicente,Farense,0,0,0,D,1.3,1.3,1.2,1.6,0.5,0.8,0.8,1.0,2.565,3.0750000000000006,2.8716666666666666,0.3666554903082287,0.3058443358180834,0.3275001738736878,2.0,0.7380933794471993,0.30666666666666664
270,2021-05-05,Maritimo,Gil Vicente,1,0,0,A,0.6,1.0,0.8,0.4,1.2,1.3,0.8,1.6,2.598333333333333,2.9800000000000004,2.9716666666666662,0.3641272099884034,0.3174912306330653,0.3183815593785311,1.6,0.7213735885601921,0.3733333333333331
271,2021-05-05,Sp Braga,Pacos Ferreira,2,0,1,D,1.2,1.0,0.6,0.8,0.7,1.8,0.4,2.0,1.4966666666666668,3.971666666666666,7.205000000000001,0.6310892073039581,0.2378170827356082,0.1310937099604335,1.0,0.8069439528661888,5.708333333333334
272,2021-05-05,Rio Ave,Sp Lisbon,2,0,0,A,0.7,1.0,0.8,1.0,1.2,0.5,1.4,0.6,5.093333333333333,3.53,1.7316666666666665,0.1857299816329538,0.2679843361049607,0.5462856822620856,2.2,0.7738134230961105,3.3616666666666664
273,2021-05-06,Belenenses,Portimonense,1,0,0,H,1.0,1.2,1.4,1.0,1.5,1.1,1.2,1.2,3.211666666666668,2.685,2.665,0.294006991141746,0.3516768913284573,0.3543161175297966,2.5999999999999996,0.6865993373518022,0.5466666666666677
274,2021-05-06,Benfica,Porto,2,0,1,D,2.5,0.4,3.0,0.8,1.6,0.5,1.6,0.6,2.36,3.3816666666666664,2.9683333333333337,0.4011328496996595,0.2799428857440699,0.3189242645562705,4.6,0.7606182015436005,0.6083333333333338
275,2021-05-06,Farense,Guimaraes,4,1,1,D,0.5,0.8,0.6,0.6,0.8,1.6,0.6,1.0,2.125,3.265,3.5616666666666674,0.444944154839154,0.289588462184748,0.2654673829760979,1.2,0.7513556662721241,1.4366666666666674
276,2021-05-06,Moreirense,Nacional,4,1,1,D,1.1,1.4,1.0,1.4,0.7,2.3,0.6,2.0,2.29,3.298333333333334,3.1383333333333336,0.4125452169277786,0.2864260374223182,0.3010287456499032,1.6,0.7553216900467756,0.8483333333333336
277,2021-05-07,Famalicao,Santa Clara,1,0,0,H,1.6,1.2,1.6,1.4,1.7,1.2,1.8,1.4,2.188333333333333,3.266666666666667,3.3899999999999992,0.431886338310965,0.2893197766338249,0.2787938850552099,3.4000000000000004,0.7519540245379202,1.2016666666666662
278,2021-05-07,Boavista,Tondela,2,0,1,D,1.5,1.4,1.8,1.8,1.1,1.5,1.4,1.8,1.8233333333333333,3.5383333333333336,4.364999999999999,0.517323826966887,0.2665813785688998,0.2160947944642132,3.2,0.7775411439257348,2.541666666666666
279,2021-05-09,Gil Vicente,Sp Braga,2,0,1,D,1.3,1.2,0.8,1.2,1.1,1.0,0.6,0.8,4.9783333333333335,3.598333333333333,1.7266666666666666,0.1898716565583115,0.2626895035385255,0.5474388399031629,1.4,0.7800210177177034,3.251666666666667
280,2021-05-09,Pacos Ferreira,Maritimo,2,0,1,D,0.8,1.6,0.6,1.2,0.6,1.1,0.6,0.6,2.126666666666667,3.2216666666666662,3.628333333333333,0.4451881041853368,0.2938748168341903,0.260937078980473,1.2,0.7458280714739303,1.501666666666666
281,2021-05-10,Porto,Farense,6,1,1,H,1.7,0.6,1.4,0.8,0.7,1.0,1.0,0.8,1.305,5.185,10.356666666666667,0.7258509285524485,0.1826876493270868,0.0914614221204646,2.4,0.8628396884059848,9.051666666666668
282,2021-05-10,Portimonense,Moreirense,3,1,1,A,1.5,1.2,0.6,1.4,1.1,1.4,1.0,1.6,1.888333333333333,3.5316666666666663,4.093333333333334,0.5010006508634844,0.2678781205419197,0.2311212285945959,1.6,0.7738671941258831,2.205000000000001
283,2021-05-11,Santa Clara,Rio Ave,1,0,0,H,1.4,1.3,0.8,1.4,0.7,1.0,0.2,0.8,2.3866666666666667,3.091666666666667,3.1750000000000003,0.3962477412496727,0.3058904396062163,0.297861819144111,1.0,0.7339550433290811,0.7883333333333336
284,2021-05-11,Tondela,Belenenses,4,1,1,A,1.1,1.6,1.6,1.6,0.9,1.0,1.4,0.8,2.513333333333333,2.978333333333333,3.08,0.375955435113746,0.3172584197826127,0.3067861451036413,3.0,0.7225533087602054,0.5666666666666669
285,2021-05-11,Nacional,Benfica,4,1,1,A,0.8,2.3,0.8,1.4,2.4,0.5,2.2,1.0,10.901666666666666,5.623333333333334,1.275,0.0870399644112429,0.1687398954398161,0.7442201401489409,3.0,0.8760428189009897,9.626666666666665
286,2021-05-11,Sp Lisbon,Boavista,1,0,0,H,1.4,0.5,1.6,0.4,1.5,1.3,1.4,1.4,1.2966666666666666,5.22,11.073333333333332,0.7323315620458343,0.1819137788223687,0.0857546591317969,3.0,0.8615152701705078,9.776666666666666
287,2021-05-12,Guimaraes,Famalicao,3,1,1,A,0.8,1.7,1.0,0.8,1.7,1.2,1.6,1.2,2.431666666666666,3.1316666666666664,3.061666666666667,0.3889981108636665,0.302048027541293,0.3089538615950404,2.6,0.7378600640329411,0.6300000000000008
288,2021-05-14,Pacos Ferreira,Gil Vicente,2,0,0,A,0.7,1.6,0.8,1.0,1.4,1.1,0.6,1.2,2.661666666666666,3.0583333333333336,2.795,0.3542838505224351,0.3083331385745662,0.3373830109029987,1.4,0.7334861989665329,0.13333333333333375
289,2021-05-14,Sp Braga,Moreirense,3,1,1,H,0.9,1.1,0.8,1.0,1.1,1.5,1.0,1.2,1.38,5.113333333333333,7.206666666666667,0.6842884531424993,0.1846775877451074,0.1310339591123935,1.8,0.8633980881899477,5.826666666666667
290,2021-05-15,Rio Ave,Porto,3,1,0,A,0.5,1.1,0.2,1.0,2.0,0.7,2.2,1.0,6.794999999999999,4.246666666666667,1.4799999999999998,0.1390570183040017,0.2225021442799902,0.638440837416008,2.4000000000000004,0.8228427102599289,5.3149999999999995
291,2021-05-15,Farense,Tondela,1,0,0,H,0.8,1.3,1.2,1.6,1.2,1.6,1.2,1.8,1.635,3.8366666666666656,5.263333333333333,0.5757745777435345,0.2453670116274575,0.178858410629008,2.4,0.8016144619848043,3.628333333333333
292,2021-05-15,Boavista,Portimonense,1,0,0,H,1.2,1.4,1.0,1.6,1.3,1.4,0.6,1.8,2.485,3.2383333333333333,2.8383333333333334,0.3783745553946403,0.2903533000995412,0.3312721445058184,1.6,0.7547339232104311,0.3533333333333335
293,2021-05-15,Benfica,Sp Lisbon,7,1,1,H,2.4,0.6,2.6,0.8,1.3,0.4,1.6,0.4,1.9333333333333331,3.491666666666666,3.941666666666667,0.4891923846854474,0.2708654731432549,0.2399421421712976,4.2,0.7709411678938544,2.0083333333333337
294,2021-05-16,Famalicao,Nacional,3,1,0,H,1.9,1.0,2.0,1.2,0.8,2.4,1.0,1.8,1.8733333333333333,3.601666666666667,4.05,0.5043675684439363,0.2623364863169756,0.2332959452390882,3.0,0.7807214094284083,2.1766666666666667
295,2021-05-16,Belenenses,Santa Clara,2,0,0,A,1.2,0.8,1.6,1.0,1.4,1.1,1.0,1.2,2.9933333333333327,3.066666666666667,2.5016666666666665,0.3151966452551826,0.3076593341729934,0.377144020571824,2.6,0.7338092348234067,0.49166666666666625
296,2021-05-16,Maritimo,Guimaraes,0,0,0,D,0.7,1.0,0.8,0.4,0.9,1.6,1.0,1.2,2.766666666666667,3.11,2.6416666666666666,0.3404925244092112,0.3029033175344538,0.3566041580563349,1.8,0.7399946790315837,0.12500000000000044
297,2021-05-18,Tondela,Pacos Ferreira,5,1,1,A,1.2,1.6,0.8,1.8,0.7,1.6,0.8,1.0,3.073333333333333,3.2883333333333336,2.3316666666666666,0.3074367397901248,0.287335706119103,0.4052275540907721,1.6,0.7542573793800655,0.7416666666666663
298,2021-05-19,Santa Clara,Farense,4,1,0,H,1.4,1.1,1.4,1.2,0.9,1.2,1.0,1.6,2.168333333333333,3.3433333333333333,3.313333333333333,0.4342198415918255,0.2816151614710693,0.2841649969371051,2.4,0.7629945700335758,1.145
299,2021-05-19,Sp Lisbon,Maritimo,6,1,1,H,1.5,0.8,1.8,0.8,0.5,0.9,0.6,0.4,1.2799999999999998,5.38,10.618,0.7361232169982634,0.1751371222598098,0.0887396607419266,2.4,0.8754296948577888,9.338000000000001
300,2021-05-19,Gil Vicente,Boavista,3,1,1,A,1.2,0.9,1.0,0.6,1.3,1.2,1.0,1.2,3.431666666666666,3.543333333333333,2.0516666666666663,0.2746415768258491,0.2659863625044324,0.4593720606697185,2.0,0.7788122048631181,1.38
301,2021-05-19,Nacional,Rio Ave,3,1,1,A,0.7,2.5,0.8,2.0,0.4,1.3,0.2,1.4,5.293333333333333,3.7083333333333335,1.6616666666666664,0.1781587238765256,0.2543065649581327,0.5675347111653415,1.0,0.7907222928230536,3.631666666666667
302,2021-05-19,Portimonense,Sp Braga,0,0,0,D,1.3,1.3,0.4,1.0,0.9,1.0,0.8,1.0,2.9399999999999995,3.1133333333333333,2.5016666666666665,0.3205598766358012,0.3027128599494397,0.3767272634147591,1.2000000000000002,0.7398695654144403,0.438333333333333
303,2021-05-19,Porto,Belenenses,4,1,0,H,2.1,0.7,2.6,1.0,1.1,1.0,1.2,1.0,1.252,5.696,11.302,0.7515518280157176,0.1651936251186233,0.083254546865659,3.8,0.8872019597877161,10.049999999999999
304,2021-05-19,Guimaraes,Benfica,4,1,1,A,0.7,1.2,1.0,1.0,2.6,0.9,2.4,1.2,3.332,3.66,2.058,0.2833318587985491,0.2579403698133238,0.458727771388127,3.4,0.786028697193163,1.274
305,2021-05-19,Moreirense,Famalicao,3,1,0,H,1.1,1.6,1.2,1.6,2.0,0.8,2.0,1.2,3.2616666666666667,3.455,2.15,0.2889257604158192,0.2727581828913449,0.4383160566928358,3.2,0.7717080010932729,1.1116666666666668
308,2021-08-07,Moreirense,Benfica,3,1,1,A,1.4,1.3,1.6,1.4,2.7,1.0,2.6,1.2,7.233333333333333,4.580000000000001,1.4233333333333331,0.1305261912029452,0.2061439846509396,0.6633298241461152,4.2,0.8408249603384454,5.8100000000000005
309,2021-08-07,Maritimo,Sp Braga,2,0,0,A,0.6,1.0,0.6,1.4,0.9,0.8,0.8,0.8,4.476666666666668,3.536666666666667,1.8016666666666667,0.2105031228377354,0.2664521149586038,0.5230447622036608,1.4,0.7784221195591902,2.6750000000000016
310,2021-08-08,Guimaraes,Portimonense,1,0,0,A,0.8,1.4,1.2,1.4,1.2,1.1,0.2,0.8,2.036666666666666,3.2183333333333333,3.846666666666667,0.4624714869221192,0.2926670932257015,0.2448614198521791,1.4,0.7509637012937282,1.810000000000001
311,2021-08-08,Tondela,Santa Clara,3,1,0,H,1.3,1.8,0.8,2.0,1.7,1.0,2.0,0.8,3.073333333333333,3.1316666666666664,2.4083333333333337,0.3069841059148899,0.3012659347030638,0.3917499593820462,2.8,0.7406045230392782,0.6649999999999991
312,2021-08-08,Porto,Belenenses,2,0,0,H,2.3,0.6,3.2,0.8,1.1,1.4,0.8,1.6,1.225,6.178333333333334,11.903333333333334,0.7685297010465406,0.1523791017721087,0.0790911971813507,4.0,0.90033661182199,10.678333333333335
313,2021-08-08,Pacos Ferreira,Famalicao,2,0,0,H,0.7,1.8,1.2,1.2,1.6,1.1,1.6,1.4,2.393333333333333,3.141666666666667,3.078333333333333,0.3938123102041037,0.3000076803464684,0.3061800094494277,2.8,0.7426784079580981,0.685
314,2021-08-09,Gil Vicente,Boavista,3,1,0,H,1.1,1.1,1.0,0.6,1.5,1.2,1.4,1.2,2.12,3.1300000000000003,3.7366666666666655,0.4455004043966871,0.3017446828501522,0.2527549127531606,2.4,0.7393163112450137,1.6166666666666654
318,2021-08-14,Sp Braga,Sp Lisbon,3,1,1,A,0.9,0.7,1.2,0.6,2.1,0.8,2.8,1.0,3.373333333333333,3.2566666666666677,2.2066666666666666,0.2805422994809672,0.290592433034533,0.4288652674844997,4.0,0.7496148931851021,1.1666666666666665
319,2021-08-15,Portimonense,Gil Vicente,1,0,0,A,0.8,1.0,0.4,0.8,1.2,1.1,1.6,0.6,2.39,3.056666666666666,3.138333333333333,0.3931670385718839,0.3074163213261077,0.2994166401020082,2.0,0.7370505091803563,0.7483333333333331
320,2021-08-15,Famalicao,Porto,3,1,1,A,1.4,1.3,1.2,1.2,2.3,0.5,3.0,0.4,8.040000000000001,4.741666666666666,1.37,0.1167648732052678,0.1979872577652767,0.6852478690294553,4.2,0.8543051167520064,6.670000000000001
321,2021-08-15,Santa Clara,Moreirense,4,1,1,D,1.6,1.1,1.4,0.8,1.4,1.4,1.8,1.4,2.3466666666666662,3.145,3.1316666666666664,0.4007224745459558,0.2990022491577666,0.3002752762962776,3.2,0.7454551502249747,0.7850000000000001
322,2021-08-16,Belenenses,Maritimo,3,1,1,A,1.1,1.4,0.8,1.8,0.6,1.1,0.4,1.8,2.4766666666666666,2.9466666666666668,3.161666666666666,0.3811208208647051,0.3203311876724841,0.2985479914628107,1.2000000000000002,0.7200573832310136,0.6849999999999996
323,2021-08-16,Boavista,Pacos Ferreira,3,1,0,H,1.3,1.5,0.8,1.2,0.9,1.6,1.4,1.2,2.6899999999999995,3.018333333333333,2.811666666666667,0.3511299770403827,0.3129341705925884,0.3359358523670288,2.2,0.7274081484697105,0.12166666666666748
325,2021-08-20,Moreirense,Sp Braga,5,1,1,A,1.4,1.5,1.8,1.4,0.9,0.8,1.2,0.8,5.088333333333334,3.6216666666666666,1.6983333333333333,0.1851493666563456,0.2601293218600199,0.5547213114836343,3.0,0.7853405665753886,3.3900000000000006
326,2021-08-21,Gil Vicente,Benfica,2,0,0,A,1.2,0.9,1.6,0.6,2.5,1.1,2.8,1.2,5.531666666666666,4.103333333333333,1.5733333333333337,0.170532617996716,0.2298934846186436,0.5995738973846404,4.4,0.8163705629120471,3.9583333333333326
327,2021-08-21,Sp Lisbon,Belenenses,2,0,0,H,2.2,0.8,2.8,1.2,1.1,1.5,0.8,2.2,1.1833333333333331,6.456666666666667,17.185,0.7986380962762358,0.1463688818678697,0.0549930218558944,3.5999999999999996,0.9032607047580802,16.001666666666665
328,2021-08-22,Tondela,Portimonense,3,1,0,A,1.5,1.7,1.4,1.8,0.5,1.1,0.4,0.8,2.8383333333333334,2.983333333333334,2.655,0.3310766321297607,0.31498519805418,0.3539381698160593,1.7999999999999998,0.7289672705638549,0.18333333333333357
329,2021-08-22,Maritimo,Porto,2,0,1,D,0.7,1.2,0.8,1.8,2.3,0.6,3.2,0.4,8.845,4.595,1.3633333333333335,0.1062395163764639,0.2045023987703643,0.6892580848531716,4.0,0.846554557504205,7.481666666666667
332,2021-08-23,Boavista,Santa Clara,2,0,0,H,1.3,1.2,1.2,1.0,1.3,1.2,1.8,1.0,2.358333333333334,3.143333333333333,3.1183333333333336,0.3989555064799774,0.2993223974916056,0.3017220960284169,3.0,0.7447123946869929,0.7599999999999998
333,2021-08-27,Belenenses,Moreirense,2,0,1,D,0.9,1.7,0.2,2.4,1.4,1.5,1.8,1.8,3.3666666666666667,3.125,2.248333333333333,0.2797407169214724,0.3013739990300663,0.4188852840484613,2.0,0.7418036095677767,1.1183333333333336
334,2021-08-27,Estoril,Maritimo,3,1,1,H,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.8,1.1,0.8,1.8,2.0733333333333337,3.09,3.921666666666667,0.4546139681553818,0.3050376355907741,0.240348396253844,2.466666666666667,0.7373087376995638,1.8483333333333332
335,2021-08-28,Vizela,Boavista,2,0,1,D,0.6666666666666666,2.6666666666666665,0.6666666666666666,2.6666666666666665,1.3,1.2,1.6,0.8,2.765,3.2616666666666667,2.5483333333333333,0.3409770148277135,0.2890551188549702,0.3699678663173164,2.2666666666666666,0.7540769948565231,0.21666666666666679
336,2021-08-28,Porto,Arouca,3,1,0,H,2.3,0.7,2.4,0.4,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.1766666666666667,6.911666666666666,16.241666666666667,0.8047052995556555,0.1369958865411846,0.0582988139031598,3.0666666666666664,0.9114283928563641,15.065000000000001
337,2021-08-28,Famalicao,Sp Lisbon,2,0,1,D,1.5,1.5,1.0,1.8,2.3,0.8,3.0,1.2,6.971666666666667,4.238333333333333,1.4733333333333334,0.1355599866925185,0.222983650937792,0.6414563623696892,4.0,0.8221707557956521,5.498333333333333
338,2021-08-29,Santa Clara,Gil Vicente,1,0,0,H,1.3,1.3,1.6,1.4,1.0,1.0,1.4,0.8,2.621666666666667,2.99,2.903333333333333,0.3597385417477239,0.3154229242860478,0.3248385339662284,3.0,0.7258684327883785,0.28166666666666584
339,2021-08-29,Portimonense,Pacos Ferreira,1,0,0,A,0.7,1.1,0.8,0.4,1.0,1.5,1.2,2.0,2.1166666666666667,3.155,3.685000000000001,0.4453760748998963,0.2987995853792226,0.2558243397208811,2.0,0.7438113655060417,1.5683333333333342
340,2021-08-29,Benfica,Tondela,3,1,1,H,2.6,0.9,2.6,1.0,1.2,1.8,1.2,1.8,1.1833333333333331,6.826666666666667,15.885,0.8013889025171457,0.138912627145306,0.0596984703375483,3.8,0.9080228934196936,14.701666666666666
341,2021-08-29,Sp Braga,Guimaraes,0,0,0,D,1.2,1.0,1.6,1.0,1.0,1.0,1.0,0.8,1.7133333333333332,3.7716666666666665,4.683333333333334,0.5494201955162893,0.2495819535973245,0.2009978508863862,2.6,0.797180719221236,2.9700000000000006
342,2021-09-11,Santa Clara,Benfica,5,1,0,A,1.4,1.3,1.4,1.4,2.3,0.9,2.2,0.6,5.8566666666666665,4.213333333333334,1.5266666666666666,0.1606096437031172,0.2232524873309943,0.6161378689658885,3.6,0.8257674231334177,4.33
343,2021-09-11,Sp Lisbon,Porto,2,0,1,D,2.2,0.7,2.6,0.6,2.5,0.7,2.4,0.4,2.5700000000000003,3.1766666666666663,2.801666666666667,0.3667927474545341,0.2967441849815802,0.3364630675638855,5.0,0.746035456938037,0.2316666666666669
344,2021-09-11,Pacos Ferreira,Sp Braga,0,0,0,D,1.1,1.3,1.4,1.6,1.0,0.9,1.2,0.8,4.273333333333333,3.438333333333333,1.8633333333333333,0.220447314881561,0.2739829933864869,0.505569691731952,2.5999999999999996,0.7706819900703005,2.41
345,2021-09-12,Moreirense,Famalicao,4,1,1,D,1.5,1.6,1.8,1.6,1.3,1.6,0.6,2.0,2.8266666666666667,3.1566666666666667,2.5316666666666667,0.332007144708505,0.2972989004359158,0.3706939548555791,2.4,0.748770293266424,0.29499999999999993
346,2021-09-12,Boavista,Portimonense,2,0,1,D,1.3,1.1,1.6,1.0,0.6,0.7,0.8,0.4,2.5383333333333336,3.11,2.875,0.3704962152721305,0.3023932132151419,0.3271105715127275,2.4000000000000004,0.7417853778297981,0.33666666666666645
347,2021-09-12,Gil Vicente,Vizela,4,1,1,D,1.0,0.8,1.0,1.0,0.75,2.25,0.75,2.25,2.005,3.338333333333333,3.7433333333333336,0.4681170225440765,0.2811506630656635,0.25073231439026,1.75,0.7658947022470538,1.7383333333333337
348,2021-09-12,Guimaraes,Belenenses,0,0,0,D,1.0,0.9,1.0,0.8,0.8,1.6,0.4,2.2,1.505,4.04,6.621666666666667,0.6250746493016214,0.2328557790096386,0.14206957168874,1.4,0.8154712080630635,5.116666666666667
349,2021-09-13,Tondela,Estoril,3,1,1,A,1.1,1.9,1.4,2.0,1.75,0.5,1.75,0.5,2.935,3.228333333333333,2.401666666666667,0.3193657804030377,0.290347516411848,0.3902867031851141,3.15,0.757093018169523,0.5333333333333332
350,2021-09-13,Maritimo,Arouca,4,1,1,D,0.8,1.3,1.0,2.2,0.5,2.0,0.5,2.0,2.0383333333333336,3.22,3.786666666666666,0.4605503978807671,0.2915388905839431,0.2479107115352896,1.5,0.7546813999285986,1.7483333333333326
351,2021-09-17,Portimonense,Santa Clara,3,1,1,H,0.6,0.7,1.0,0.6,1.3,1.6,0.6,2.4,2.316666666666667,2.9650000000000003,3.4050000000000007,0.4062217191156397,0.3173963966108707,0.2763818842734895,1.6,0.7253404324998151,1.0883333333333338
352,2021-09-18,Famalicao,Maritimo,0,0,0,D,1.3,1.6,1.0,1.8,0.9,1.5,1.2,1.6,2.03,3.3183333333333334,3.713333333333333,0.4632993861942266,0.2834247375110839,0.2532758762946894,2.2,0.7619106579052102,1.6833333333333331
353,2021-09-18,Belenenses,Gil Vicente,2,0,1,D,0.6,1.5,0.4,1.4,1.1,0.8,1.2,1.0,3.465,3.0966666666666662,2.2,0.2707132814150524,0.30291330035624,0.4263734182287075,1.6,0.7431457431457431,1.2649999999999997
354,2021-09-18,Arouca,Guimaraes,4,1,1,D,0.8,2.0,0.8,2.0,1.0,0.8,0.8,0.2,3.88,3.408333333333333,1.9466666666666663,0.2420406743771852,0.2755357897066441,0.4824235359161706,1.6,0.7714305888998729,1.9333333333333336
355,2021-09-19,Estoril,Sp Lisbon,1,0,0,A,1.8,0.6,1.8,0.6,2.2,0.8,1.8,0.6,5.941666666666666,3.786666666666666,1.586666666666667,0.1583819694996611,0.2485174829517129,0.593100547548626,3.6,0.7985550461418788,4.3549999999999995
356,2021-09-19,Vizela,Pacos Ferreira,2,0,1,D,1.0,2.2,1.0,2.2,1.0,1.2,0.8,1.2,2.398333333333333,3.1566666666666667,3.01,0.3911511945754674,0.2971840385396502,0.3116647668848823,1.8,0.7491821332182049,0.6116666666666668
357,2021-09-19,Porto,Moreirense,5,1,0,H,2.5,0.7,1.8,0.6,1.6,1.7,1.6,2.0,1.2033333333333334,6.408333333333334,13.301666666666668,0.7823249713953874,0.1469021142646215,0.0707729143399912,3.4000000000000004,0.9062034798019256,12.098333333333334
358,2021-09-20,Benfica,Boavista,4,1,1,H,2.6,0.8,2.6,0.4,1.4,1.1,1.4,1.0,1.1983333333333333,6.453333333333333,13.62,0.7851293322700179,0.1457923527639832,0.0690783149659988,4.0,0.9079137895469929,12.421666666666667
359,2021-09-20,Sp Braga,Tondela,4,1,1,H,1.0,0.8,1.2,0.8,1.0,1.9,1.2,1.8,1.3233333333333333,5.113333333333333,8.791666666666666,0.7095611276057804,0.1836347898692925,0.1068040825249269,2.4,0.8694115821266131,7.468333333333333
